OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape__Are,Shape__Len,geo_text,census_Tract,pharm_desert_2020,ID,sourceCountry,ENRICH_FID,aggregationMethod,populationToPolygonSizeRating,apportionmentConfidence,HasData,HAI_CY
427,06,037,131701,06037131701,1317.01,Census Tract 1317.01,G5020,S,659667,0,+34.2046643,-118.5578906,966842.65625,3933.24767864,A06037131701,131701,,26,US,427,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,54
428,06,037,203600,06037203600,2036,Census Tract 2036,G5020,S,553402,0,+34.0513395,-118.2095139,808186.671875,3934.40524459,A06037203600,203600,,27,US,428,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,48
429,06,037,212701,06037212701,2127.01,Census Tract 2127.01,G5020,S,469617,0,+34.0543037,-118.3193139,685875.28125,3936.55884744,A06037212701,212701,,28,US,429,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,31
430,06,037,271901,06037271901,2719.01,Census Tract 2719.01,G5020,S,637161,21017,+34.0131825,-118.4231336,960351.957031,3942.82927734,A06037271901,271901,,29,US,430,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,42
431,06,037,121101,06037121101,1211.01,Census Tract 1211.01,G5020,S,472252,0,+34.2244170,-118.3654293,692475.191406,3959.89573562,A06037121101,121101,,30,US,431,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,51
432,06,037,199800,06037199800,1998,Census Tract 1998,G5020,S,651258,0,+34.0706563,-118.2103403,951523.761719,3962.91966059,A06037199800,199800,,31,US,432,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,32
433,06,037,239502,06037239502,2395.02,Census Tract 2395.02,G5020,S,510917,0,+33.9693296,-118.2630441,744714.960938,3977.58211248,A06037239502,239502,,32,US,433,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,60
434,06,037,702502,06037702502,7025.02,Census Tract 7025.02,G5020,S,1798268,16889,+34.0124337,-118.3860853,2648512.08594,9564.37331905,A06037702502,702502,,33,US,434,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
435,06,037,236203,06037236203,2362.03,Census Tract 2362.03,G5020,S,339340,0,+34.0184551,-118.3467705,495187.78125,3987.62412994,A06037236203,236203,,34,US,435,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
436,06,037,222002,06037222002,2220.02,Census Tract 2220.02,G5020,S,655700,0,+34.0218914,-118.3132782,956919.347656,3991.87662397,A06037222002,222002,,35,US,436,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,46
437,06,037,204300,06037204300,2043,Census Tract 2043,G5020,S,643479,0,+34.0387492,-118.2078724,939452.246094,4009.62640143,A06037204300,204300,,36,US,437,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,38
438,06,037,480702,06037480702,4807.02,Census Tract 4807.02,G5020,S,2176087,0,+34.1049412,-118.1699083,3181928.51953,8227.51239642,A06037480702,480702,,37,US,438,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
439,06,037,702802,06037702802,7028.02,Census Tract 7028.02,G5020,S,610046,0,+34.0053604,-118.4165319,889949.875,5689.61135743,A06037702802,702802,,38,US,439,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
440,06,037,217001,06037217001,2170.01,Census Tract 2170.01,G5020,S,548535,0,+34.0523836,-118.3870300,801096.5,4032.587825,A06037217001,217001,,39,US,440,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,36
441,06,037,104404,06037104404,1044.04,Census Tract 1044.04,G5020,S,539620,0,+34.2639207,-118.4286916,791998.207031,4037.76162334,A06037104404,104404,,40,US,441,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,60
442,06,037,291120,06037291120,2911.20,Census Tract 2911.20,G5020,S,701467,0,+33.9127920,-118.2869267,1021112.65234,4043.06293683,A06037291120,291120,,41,US,442,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,41
443,06,037,132502,06037132502,1325.02,Census Tract 1325.02,G5020,S,614444,10361,+34.1911391,-118.5469513,915446.453125,4047.61471719,A06037132502,132502,,42,US,443,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,68
444,06,037,273700,06037273700,2737,Census Tract 2737,G5020,S,690355,0,+33.9983793,-118.4526782,1006937.97266,4050.92918222,A06037273700,273700,,43,US,444,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,42
445,06,037,190100,06037190100,1901,Census Tract 1901,G5020,S,600603,0,+34.0994853,-118.3416948,878109.058594,4059.90472391,A06037190100,190100,,44,US,445,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,44
446,06,037,132501,06037132501,1325.01,Census Tract 1325.01,G5020,S,700497,4303,+34.1968245,-118.5485970,1032814.90625,4061.41957266,A06037132501,132501,,45,US,446,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,55
447,06,037,218500,06037218500,2185,Census Tract 2185,G5020,S,523255,0,+34.0373857,-118.3505694,763911.414062,4066.6693124,A06037218500,218500,,46,US,447,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,29
448,06,037,186202,06037186202,1862.02,Census Tract 1862.02,G5020,S,408258,0,+34.1200290,-118.2241896,597176.941406,4073.19276812,A06037186202,186202,,47,US,448,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,58
449,06,037,121221,06037121221,1212.21,Census Tract 1212.21,G5020,S,504267,0,+34.2276175,-118.3955625,739476.878906,4077.71449881,A06037121221,121221,,48,US,449,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,59
450,06,037,104203,06037104203,1042.03,Census Tract 1042.03,G5020,S,707989,0,+34.2790579,-118.4115542,1039483.90625,4082.2502919,A06037104203,104203,,49,US,450,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,60
451,06,037,125402,06037125402,1254.02,Census Tract 1254.02,G5020,S,696294,0,+34.1566827,-118.3740062,1019378.11719,4089.25853499,A06037125402,125402,,0,US,451,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,59
452,06,037,240402,06037240402,2404.02,Census Tract 2404.02,G5020,S,601299,0,+33.9446893,-118.2854788,875951.484375,4091.21716757,A06037240402,240402,,1,US,452,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,53
453,06,037,104701,06037104701,1047.01,Census Tract 1047.01,G5020,S,550504,0,+34.2684745,-118.4152140,808058.476562,4097.84093493,A06037104701,104701,,2,US,453,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,33
454,06,037,201601,06037201601,2016.01,Census Tract 2016.01,G5020,S,540413,0,+34.0726971,-118.1774624,789607.003906,4100.21734074,A06037201601,201601,,3,US,454,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,55
455,06,037,115403,06037115403,1154.03,Census Tract 1154.03,G5020,S,703743,0,+34.2247342,-118.5317299,1031927.61328,4102.22461769,A06037115403,115403,,4,US,455,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,49
456,06,037,122410,06037122410,1224.10,Census Tract 1224.10,G5020,S,706992,0,+34.2044832,-118.3919739,1036201.76562,4103.15665328,A06037122410,122410,,5,US,456,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,47
